id,suraNo,suraName,aya,arabic_text,translation,footnotes
1493,11,Hud,21,اُو۬لٰٓئِكَ الَّذ۪ينَ خَسِرُٓوا اَنْفُسَهُمْ وَضَلَّ عَنْهُمْ مَا كَانُوا يَفْتَرُونَ,"Bunlar, kendilerini hüsrana uğratanlardır. (Din diye) uydurdukları da onlardan kaybolup gitmiştir.",
1494,11,Hud,22,لَا جَرَمَ اَنَّهُمْ فِي الْاٰخِرَةِ هُمُ الْاَخْسَرُونَ,"Çare yok! Şüphesiz bunlar, ahirette en fazla zarara uğrayacak olanlardır.",
1495,11,Hud,23,اِنَّ الَّذ۪ينَ اٰمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَاَخْبَتُٓوا اِلٰى رَبِّهِمْۙ اُو۬لٰٓئِكَ اَصْحَابُ الْجَنَّةِۚ هُمْ ف۪يهَا خَالِدُونَ,"Şüphesiz ki iman eden, salih amel işleyen ve Rablerine (kalp dinginliği ve tevazu eseri) ihbat ile bağlananlar, bunlar cennetin ehlidirler ve orada ebedî kalacaklardır.",
1496,11,Hud,24,مَثَلُ الْفَر۪يقَيْنِ كَالْاَعْمٰى وَالْاَصَمِّ وَالْبَص۪يرِ وَالسَّم۪يعِۜ هَلْ يَسْتَوِيَانِ مَثَلًاۜ اَفَلَا تَذَكَّرُونَ۟,"(Cennetlik ve cehennemliklerden oluşan) bu iki grubun misali, kör ve sağır (bir toplulukla) gören ve işiten (bir topluluğun) misali gibidir. (Bu iki grup) örnekçe eşit olabilir mi? Öğüt almaz mısınız?",
1497,11,Hud,25,وَلَقَدْ اَرْسَلْنَا نُوحًا اِلٰى قَوْمِه۪ۘ اِنّ۪ي لَكُمْ نَذ۪يرٌ مُب۪ينٌۙ,"Andolsun ki, Nuh’u kavmine gönderdik. (Demişti ki:) “Şüphesiz ki ben, sizin için apaçık bir uyarıcıyım.”",
1498,11,Hud,26,اَنْ لَا تَعْبُدُٓوا اِلَّا اللّٰهَۜ اِنّ۪ٓي اَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ اَل۪يمٍ,"“Allah’tan başkasına kulluk etmeyin. Şüphesiz ki ben, sizin için can yakıcı bir günün azabından korkuyorum.”",
1499,11,Hud,27,فَقَالَ الْمَلَاُ الَّذ۪ينَ كَفَرُوا مِنْ قَوْمِه۪ مَا نَرٰيكَ اِلَّا بَشَرًا مِثْلَنَا وَمَا نَرٰيكَ اتَّبَعَكَ اِلَّا الَّذ۪ينَ هُمْ اَرَاذِلُنَا بَادِيَ الرَّأْيِۚ وَمَا نَرٰى لَكُمْ عَلَيْنَا مِنْ فَضْلٍ بَلْ نَظُنُّكُمْ كَاذِب۪ينَ,"Kavminin kâfir olan seçkinleri demişlerdi ki: “Biz seni, ancak kendimiz gibi (sıradan) bir insan olarak görmekteyiz. Sana uyanların da içimizden sığ görüşlü ve en değersiz insanlar olduğuna inanıyoruz. (Kaldı ki) sizin (hak ehli olmanızı gerektirecek), bize karşı bir üstünlüğünüz olduğunu da düşünmüyoruz. Tam aksine, sizlerin yalancılar olduğunuzu sanıyoruz.”",
1500,11,Hud,28,قَالَ يَا قَوْمِ اَرَاَيْتُمْ اِنْ كُنْتُ عَلٰى بَيِّنَةٍ مِنْ رَبّ۪ي وَاٰتٰين۪ي رَحْمَةً مِنْ عِنْدِه۪ فَعُمِّيَتْ عَلَيْكُمْۜ اَنُلْزِمُكُمُوهَا وَاَنْتُمْ لَهَا كَارِهُونَ,"Demişti ki: “Ey kavmim! Görüşünüz nedir? (Söylesenize!) Şayet ben Rabbimden apaçık bir belge üzereysem ve bana kendi katından bir rahmet (vahiy) vermişse, size de onu görecek göz vermemişse, istemediğiniz hâlde sizi ona zorlayacak mıyız?”",
1501,11,Hud,29,وَيَا قَوْمِ لَٓا اَسْـَٔلُكُمْ عَلَيْهِ مَالًاۜ اِنْ اَجْرِيَ اِلَّا عَلَى اللّٰهِ وَمَٓا اَنَا۬ بِطَارِدِ الَّذ۪ينَ اٰمَنُواۜ اِنَّهُمْ مُلَاقُوا رَبِّهِمْ وَلٰكِنّ۪ٓي اَرٰيكُمْ قَوْمًا تَجْهَلُونَ,"“Ey kavmim! (Davetim karşılığında) sizden mal talep etmiyorum. Benim ücretim Allah’a aittir. Ben, iman edenleri kovacak değilim. Onlar Rableri ile karşılaşacaklardır. Fakat ben, sizlerin cahillik eden bir topluluk olduğunuzu düşünüyorum.”",
1502,11,Hud,30,وَيَا قَوْمِ مَنْ يَنْصُرُن۪ي مِنَ اللّٰهِ اِنْ طَرَدْتُهُمْۜ اَفَلَا تَذَكَّرُونَ,"“Ey kavmim! (Faraza sizlere uyup) onları yanımdan kovacak olsam (ve Allah da bana azap edecek olsa), beni Allah’ın (azabına) karşı kim koruyacak? Öğüt almaz mısınız?”",
1503,11,Hud,31,وَلَٓا اَقُولُ لَكُمْ عِنْد۪ي خَزَٓائِنُ اللّٰهِ وَلَٓا اَعْلَمُ الْغَيْبَ وَلَٓا اَقُولُ اِنّ۪ي مَلَكٌ وَلَٓا اَقُولُ لِلَّذ۪ينَ تَزْدَر۪ٓي اَعْيُنُكُمْ لَنْ يُؤْتِيَهُمُ اللّٰهُ خَيْرًاۜ اَللّٰهُ اَعْلَمُ بِمَا ف۪ٓي اَنْفُسِهِمْۚ اِنّ۪ٓي اِذًا لَمِنَ الظَّالِم۪ينَ,"“Ben, size Allah’ın hazinelerinin yanımda olduğunu söylemiyorum. Gaybı da bilmem. Size melek olduğumu da söylemiyorum. Ayrıca gözlerinizin hor görüp aşağıladığı (fakir müminlere, sırf sizi razı etmek adına) ‘Allah bunlara bir hayır vermeyecektir.’ diyemem. Nefislerinde olanı en iyi Allah bilir. (Bunları söylersem) şüphesiz ki o zaman zalimlerden olurum.”",
1504,11,Hud,32,قَالُوا يَا نُوحُ قَدْ جَادَلْتَنَا فَاَكْثَرْتَ جِدَالَنَا فَأْتِنَا بِمَا تَعِدُنَٓا اِنْ كُنْتَ مِنَ الصَّادِق۪ينَ,"Demişlerdi ki: “Ey Nuh! Muhakkak ki bizimle tartıştın ve tartışmada da lafı bayağı uzattın. Şayet doğru sözlülerden isen, bize vadettiğin (azabı) getir de (görelim).”",
1505,11,Hud,33,قَالَ اِنَّمَا يَأْت۪يكُمْ بِهِ اللّٰهُ اِنْ شَٓاءَ وَمَٓا اَنْتُمْ بِمُعْجِز۪ينَ,Demişti ki: “Allah dilerse onu getirir ve siz O’nu aciz bırakacak değilsiniz!”,
1506,11,Hud,34,وَلَا يَنْفَعُكُمْ نُصْح۪ٓي اِنْ اَرَدْتُ اَنْ اَنْصَحَ لَكُمْ اِنْ كَانَ اللّٰهُ يُر۪يدُ اَنْ يُغْوِيَكُمْۜ هُوَ رَبُّكُمْ وَاِلَيْهِ تُرْجَعُونَۜ,"“Şayet Allah sizi saptırmak istemişse, ben size nasihat etmek istesem de nasihatimin size bir faydası olmaz. O, sizin Rabbinizdir ve O’na döndürüleceksiniz.”",
1507,11,Hud,35,اَمْ يَقُولُونَ افْتَرٰيهُۜ قُلْ اِنِ افْتَرَيْتُهُ فَعَلَيَّ اِجْرَام۪ي وَاَنَا۬ بَر۪ٓيءٌ مِمَّا تُجْرِمُونَ۟,"Yoksa: “Onu uydurdu.” mu diyorlar? De ki: “Şayet onu ben uydurduysam, günahı benim boynumadır. Ve sizin işlediğiniz suçlardan da berîyim/uzağım.”",
1508,11,Hud,36,وَاُو۫حِيَ اِلٰى نُوحٍ اَنَّهُ لَنْ يُؤْمِنَ مِنْ قَوْمِكَ اِلَّا مَنْ قَدْ اٰمَنَ فَلَا تَبْتَئِسْ بِمَا كَانُوا يَفْعَلُونَۚ,“Kavminden (şu an) iman edenler dışında kimse inanmayacak. (Öyleyse) yaptıklarından ötürü kendini üzüp sıkıntıya sokma!” diye Nuh’a vahyedildi.,
1509,11,Hud,37,وَاصْنَعِ الْفُلْكَ بِاَعْيُنِنَا وَوَحْيِنَا وَلَا تُخَاطِبْن۪ي فِي الَّذ۪ينَ ظَلَمُواۚ اِنَّهُمْ مُغْرَقُونَ,"“Gözetimimiz altında ve vahyimizin (rehberliğinde) gemiyi yap. Zulmedenler hakkında da bana bir şey söyleme. Çünkü onlar (hakkında hüküm kesindir,) boğulacaklardır.”",
1510,11,Hud,38,وَيَصْنَعُ الْفُلْكَ وَكُلَّمَا مَرَّ عَلَيْهِ مَلَاٌ مِنْ قَوْمِه۪ سَخِرُوا مِنْهُۜ قَالَ اِنْ تَسْخَرُوا مِنَّا فَاِنَّا نَسْخَرُ مِنْكُمْ كَمَا تَسْخَرُونَۜ,"(Allah’ın emri üzere) gemiyi yapıyordu. Kavminin seçkinleri ona her uğradığında onunla alay ediyorlardı. Dedi ki: “Şayet bizimle alay ederseniz, alay ettiğiniz gibi biz de sizinle alay ederiz.”",
1511,11,Hud,39,فَسَوْفَ تَعْلَمُونَۙ مَنْ يَأْت۪يهِ عَذَابٌ يُخْز۪يهِ وَيَحِلُّ عَلَيْهِ عَذَابٌ مُق۪يمٌ,“Alçaltıp rezil eden azabın kime gelip çatacağını ve sürekli olan azabın kimin üzerine ineceğini pek yakında bileceksiniz/anlayacaksınız.”,
1512,11,Hud,40,حَتّٰٓى اِذَا جَٓاءَ اَمْرُنَا وَفَارَ التَّنُّورُۙ قُلْنَا احْمِلْ ف۪يهَا مِنْ كُلٍّ زَوْجَيْنِ اثْنَيْنِ وَاَهْلَكَ اِلَّا مَنْ سَبَقَ عَلَيْهِ الْقَوْلُ وَمَنْ اٰمَنَۜ وَمَٓا اٰمَنَ مَعَهُٓ اِلَّا قَل۪يلٌ,"Nihayet emrimiz gelip, tandır kaynayınca (su pınarları kaynayıp, yerden yükselmeye başlayınca) dedik ki: “Her bir (hayvan cinsinden) çifter çifter gemiye yükle. Aleyhlerinde (helak olacaklarına dair) hüküm verilmiş olanlar hariç, aileni ve müminleri de gemiye taşı.” Zaten onunla beraber çok az kişi iman etmişti.",
1513,11,Hud,41,وَقَالَ ارْكَبُوا ف۪يهَا بِسْمِ اللّٰهِ مَجْرٰۭۙيهَا وَمُرْسٰيهَاۜ اِنَّ رَبّ۪ي لَغَفُورٌ رَح۪يمٌ,"Dedi ki: “Binin ona. Onun yüzmesi de demir atıp durması da Allah’ın adıyladır. Şüphesiz ki Rabbim, gerçekten (günahları bağışlayan, örten ve günahların kötü akıbetinden kulu koruyan) Ğafûr, (kullarına karşı merhametli olan) Rahîm’dir.”",
1514,11,Hud,42,وَهِيَ تَجْر۪ي بِهِمْ ف۪ي مَوْجٍ كَالْجِبَالِ وَنَادٰى نُوحٌۨ ابْنَهُ وَكَانَ ف۪ي مَعْزِلٍ يَا بُنَيَّ ارْكَبْۭۗ مَعَنَا وَلَا تَكُنْ مَعَ الْكَافِر۪ينَ,"O (gemi), içindekilerle beraber, dağlar gibi (yüksek) dalgalar arasında yüzüyordu. Nuh, bir kenara çekilmiş oğluna seslendi: “Ey oğulcuğum! Bizimle beraber (gemiye) bin. Sakın kâfirlerle beraber olma!”",
1515,11,Hud,43,قَالَ سَاٰو۪ٓي اِلٰى جَبَلٍ يَعْصِمُن۪ي مِنَ الْمَٓاءِۜ قَالَ لَا عَاصِمَ الْيَوْمَ مِنْ اَمْرِ اللّٰهِ اِلَّا مَنْ رَحِمَۚ وَحَالَ بَيْنَهُمَا الْمَوْجُ فَكَانَ مِنَ الْمُغْرَق۪ينَ,"Dedi ki: “Beni sudan koruyacak bir dağa sığınacağım.” Dedi ki: “Bugün, Allah’ın rahmet ettikleri hariç, Allah’ın emrinden insanı koruyacak yoktur.” Aralarına dalga girdi ve boğulanlardan oldu.",
1516,11,Hud,44,وَق۪يلَ يَٓا اَرْضُ ابْلَع۪ي مَٓاءَكِ وَيَا سَمَٓاءُ اَقْلِع۪ي وَغ۪يضَ الْمَٓاءُ وَقُضِيَ الْاَمْرُ وَاسْتَوَتْ عَلَى الْجُودِيِّ وَق۪يلَ بُعْدًا لِلْقَوْمِ الظَّالِم۪ينَ,"Denildi ki: “Ey yer! Suyunu çek. Ve ey gök! Sen de suyunu tut.” Su çekildi, iş bitirildi. (Gemi) Cudi (Dağı) üzerinde yerleşip karar kıldı. Zalimlere de: “(Allah’ın rahmetinden) uzak olsunlar.” denildi.",
1517,11,Hud,45,وَنَادٰى نُوحٌ رَبَّهُ فَقَالَ رَبِّ اِنَّ ابْن۪ي مِنْ اَهْل۪ي وَاِنَّ وَعْدَكَ الْحَقُّ وَاَنْتَ اَحْكَمُ الْحَاكِم۪ينَ,"Nuh, Rabbine seslendi: “Rabbim! Muhakkak ki, oğlum da benim ailemdendir. Ve hiç şüphesiz senin vaadin haktır. Ve sen (en doğru ve en sağlam hüküm veren) Ahkemu’l Hâkimîn’sin.”",
1518,11,Hud,46,قَالَ يَا نُوحُ اِنَّهُ لَيْسَ مِنْ اَهْلِكَۚ اِنَّهُ عَمَلٌ غَيْرُ صَالِحٍۗ فَلَا تَسْـَٔلْنِ مَا لَيْسَ لَكَ بِه۪ عِلْمٌۜ اِنّ۪ٓي اَعِظُكَ اَنْ تَكُونَ مِنَ الْجَاهِل۪ينَ,"Dedi ki: “Ey Nuh! Şüphesiz ki o, senin ehlinden değildir. O, salih olmayan bir ameldir. Hakkında bilgin olmayan şeyi benden isteme! Cahillerden olmayasın diye sana öğüt veriyorum.”",
1519,11,Hud,47,قَالَ رَبِّ اِنّ۪ٓي اَعُوذُ بِكَ اَنْ اَسْـَٔلَكَ مَا لَيْسَ ل۪ي بِه۪ عِلْمٌۜ وَاِلَّا تَغْفِرْ ل۪ي وَتَرْحَمْن۪ٓي اَكُنْ مِنَ الْخَاسِر۪ينَ,(Nuh:) “Hakkında bilgim olmayan şeyi sormaktan sana sığınırım Rabbim! Şayet beni bağışlayıp bana merhamet etmezsen hüsrana uğrayanlardan olurum.” dedi.,
1520,11,Hud,48,ق۪يلَ يَا نُوحُ اهْبِطْ بِسَلَامٍ مِنَّا وَبَرَكَاتٍ عَلَيْكَ وَعَلٰٓى اُمَمٍ مِمَّنْ مَعَكَۜ وَاُمَمٌ سَنُمَتِّعُهُمْ ثُمَّ يَمَسُّهُمْ مِنَّا عَذَابٌ اَل۪يمٌ,"Denildi ki: “Ey Nuh! Bizden bir esenlik olarak, sana ve seninle beraber olan ümmetlerin üzerine bereketlerle (gemiden) in! Bazı ümmetleri de faydalandıracağız. Sonra bizden onlara can yakıcı bir azap dokunacaktır.”",
1521,11,Hud,49,تِلْكَ مِنْ اَنْبَٓاءِ الْغَيْبِ نُوح۪يهَٓا اِلَيْكَۚ مَا كُنْتَ تَعْلَمُهَٓا اَنْتَ وَلَا قَوْمُكَ مِنْ قَبْلِ هٰذَاۜۛ فَاصْبِرْۜۛ اِنَّ الْعَاقِبَةَ لِلْمُتَّق۪ينَ۟,"Bu, sana vahyettiğimiz gaybın haberlerindendir. Bundan önce ne sen ne de kavmin (bu bilgileri) biliyordunuz. (Öyleyse) sabret! Şüphesiz ki akıbet muttakilerindir.",
1522,11,Hud,50,وَاِلٰى عَادٍ اَخَاهُمْ هُودًاۜ قَالَ يَا قَوْمِ اعْبُدُوا اللّٰهَ مَا لَكُمْ مِنْ اِلٰهٍ غَيْرُهُۜ اِنْ اَنْتُمْ اِلَّا مُفْتَرُونَ,Âd (Kavmi'ne de) kardeşleri Hud’u (gönderdik). Demişti ki: “Ey kavmim! Allah’a ibadet/kulluk edin. Sizin O’ndan başka (ibadeti hak eden) hiçbir ilahınız yoktur. Siz yalnızca iftiracılarsınız.”,
1523,11,Hud,51,يَا قَوْمِ لَٓا اَسْـَٔلُكُمْ عَلَيْهِ اَجْرًاۜ اِنْ اَجْرِيَ اِلَّا عَلَى الَّذ۪ي فَطَرَن۪يۜ اَفَلَا تَعْقِلُونَ,“Ey kavmim! Sizden (davetim karşılığında) bir ücret talep etmiyorum. Benim ücretim beni yaratan (Allah)’a aittir. Akletmez misiniz?”,
1524,11,Hud,52,وَيَا قَوْمِ اسْتَغْفِرُوا رَبَّكُمْ ثُمَّ تُوبُٓوا اِلَيْهِ يُرْسِلِ السَّمَٓاءَ عَلَيْكُمْ مِدْرَارًا وَيَزِدْكُمْ قُوَّةً اِلٰى قُوَّتِكُمْ وَلَا تَتَوَلَّوْا مُجْرِم۪ينَ,"“Ey kavmim! Rabbinizden bağışlanma dileyin. Sonra da O’na tevbe edin ki; yağmur dolu semayı üzerinize göndersin, kuvvetinize kuvvet katsın. (Sakın) suçlu günahkârlar olarak yüz çevirmeyin.”",
1525,11,Hud,53,قَالُوا يَا هُودُ مَا جِئْتَنَا بِبَيِّنَةٍ وَمَا نَحْنُ بِتَارِك۪ٓي اٰلِهَتِنَا عَنْ قَوْلِكَ وَمَا نَحْنُ لَكَ بِمُؤْمِن۪ينَ,Demişlerdi ki: “Ey Hud! Bize apaçık bir belge/delil getirmedin. Senin sözünle ilahlarımızı bırakacak ve sana iman edecek değiliz.”,
1526,11,Hud,54,اِنْ نَقُولُ اِلَّا اعْتَرٰيكَ بَعْضُ اٰلِهَتِنَا بِسُٓوءٍۜ قَالَ اِنّ۪ٓي اُشْهِدُ اللّٰهَ وَاشْهَدُٓوا اَنّ۪ي بَر۪ٓيءٌ مِمَّا تُشْرِكُونَۙ,"“Sana sadece şunu deriz: ‘İlahlarımızdan bazısı seni fena çarpmış.’ ” Demişti ki: “Ben Allah’ı şahit tutuyorum, siz de şahit olun ki ben ortak koştuklarınızdan berîyim.”",
1527,11,Hud,55,مِنْ دُونِه۪ فَك۪يدُون۪ي جَم۪يعًا ثُمَّ لَا تُنْظِرُونِ,“(Allah’a ibadet ettiğinizi de iddia ediyorsunuz ya!) Allah dışındaki (tüm ibadet ettiklerinizden de uzağım). Hep beraber bana tuzak kurun (ve tuzağın gereğini yapmayı da) ertelemeyin/bana göz açtırmayın.”,
1528,11,Hud,56,اِنّ۪ي تَوَكَّلْتُ عَلَى اللّٰهِ رَبّ۪ي وَرَبِّكُمْۜ مَا مِنْ دَٓابَّةٍ اِلَّا هُوَ اٰخِذٌ بِنَاصِيَتِهَاۜ اِنَّ رَبّ۪ي عَلٰى صِرَاطٍ مُسْتَق۪يمٍ,"“Hiç şüphesiz ben, benim de sizin de Rabbiniz olan Allah’a tevekkül ettim. Hareket eden her canlıyı perçeminden tutan (kontrol edip yönlendiren) O’dur. Şüphesiz ki Rabbim, dosdoğru yol üzeredir.”",
1529,11,Hud,57,فَاِنْ تَوَلَّوْا فَقَدْ اَبْلَغْتُكُمْ مَٓا اُرْسِلْتُ بِه۪ٓ اِلَيْكُمْۜ وَيَسْتَخْلِفُ رَبّ۪ي قَوْمًا غَيْرَكُمْۚ وَلَا تَضُرُّونَهُ شَيْـًٔاۜ اِنَّ رَبّ۪ي عَلٰى كُلِّ شَيْءٍ حَف۪يظٌ,"“Şayet yüz çevirecek olursanız, kendisiyle gönderildiğim mesajı size ilettim. Rabbim sizin yerinize başka bir topluluğu getirir ve siz ona hiçbir şekilde zarar veremezsiniz. Şüphesiz ki Rabbim, her şeyi gözetleyip koruyandır.”",
1530,11,Hud,58,وَلَمَّا جَٓاءَ اَمْرُنَا نَجَّيْنَا هُودًا وَالَّذ۪ينَ اٰمَنُوا مَعَهُ بِرَحْمَةٍ مِنَّاۚ وَنَجَّيْنَاهُمْ مِنْ عَذَابٍ غَل۪يظٍ,"Ne zaman ki emrimiz geldi, Hud’u ve onunla beraber iman edenleri yanımızdan bir rahmetle kurtardık. (Gerçekten) onları, çok ağır bir azaptan kurtardık.",
1531,11,Hud,59,وَتِلْكَ عَادٌ جَحَدُوا بِاٰيَاتِ رَبِّهِمْ وَعَصَوْا رُسُلَهُ وَاتَّبَعُٓوا اَمْرَ كُلِّ جَبَّارٍ عَن۪يدٍ,İşte Âd Kavmi! Rablerinin ayetlerini inkâr ettiler ve O’nun resûllerine isyan ettiler. (Allah’ı ve resûlünü bırakıp) her inatçı zorbanın emrine uydular.,
1532,11,Hud,60,وَاُتْبِعُوا ف۪ي هٰذِهِ الدُّنْيَا لَعْنَةً وَيَوْمَ الْقِيٰمَةِۜ اَلَٓا اِنَّ عَادًا كَفَرُوا رَبَّهُمْۜ اَلَا بُعْدًا لِعَادٍ قَوْمِ هُودٍ۟,"Bu dünyada da ahirette de lanete tabi tutuldular. Dikkat edin! Şüphesiz ki Âd Kavmi, Rablerini inkâr ettiler. Dikkat edin! Hud’un kavmi olan Âd (Allah’ın rahmetinden) uzaklaştırıldı.",
1533,11,Hud,61,وَاِلٰى ثَمُودَ اَخَاهُمْ صَالِحًاۢ قَالَ يَا قَوْمِ اعْبُدُوا اللّٰهَ مَا لَكُمْ مِنْ اِلٰهٍ غَيْرُهُۜ هُوَ اَنْشَاَكُمْ مِنَ الْاَرْضِ وَاسْتَعْمَرَكُمْ ف۪يهَا فَاسْتَغْفِرُوهُ ثُمَّ تُوبُٓوا اِلَيْهِۜ اِنَّ رَبّ۪ي قَر۪يبٌ مُج۪يبٌ,"Semud’a da kardeşleri Salih’i (gönderdik). Demişti ki: “Ey kavmim! Allah’a ibadet/kulluk edin! Sizin O’ndan başka (ibadeti hak eden) hiçbir ilahınız yoktur. Sizi yerden (topraktan) yaratan ve orayı imar edip, orada ömür süresiniz diye (sizi var eden) O’dur. (Öyleyse) O’ndan bağışlanma dileyin, sonra O’na tevbe edin. Şüphesiz ki Rabbim, (kullarına en yakın olan) Karib ve (dualara ve isteklere icabet eden) Mucîb’dir.”",
1534,11,Hud,62,قَالُوا يَا صَالِحُ قَدْ كُنْتَ ف۪ينَا مَرْجُوًّا قَبْلَ هٰذَٓا اَتَنْهٰينَٓا اَنْ نَعْبُدَ مَا يَعْبُدُ اٰبَٓاؤُ۬نَا وَاِنَّنَا لَف۪ي شَكٍّ مِمَّا تَدْعُونَٓا اِلَيْهِ مُر۪يبٍ,"Demişlerdi ki: “Ey Salih! Bu (davetinden) önce, bizim aramızda hakkında (iyi şeyler) düşünülen/ümit beslenen biriydin. (Ne yani) şimdi bizi, babalarımızın ibadet ettiklerine ibadet etmekten engelliyor musun? Gerçek şu ki biz, senin bizi davet ettiğin (tevhidden) huzursuzluk veren bir şüphe içindeyiz.”",
1535,11,Hud,63,قَالَ يَا قَوْمِ اَرَاَيْتُمْ اِنْ كُنْتُ عَلٰى بَيِّنَةٍ مِنْ رَبّ۪ي وَاٰتٰين۪ي مِنْهُ رَحْمَةً فَمَنْ يَنْصُرُن۪ي مِنَ اللّٰهِ اِنْ عَصَيْتُهُ فَمَا تَز۪يدُونَن۪ي غَيْرَ تَخْس۪يرٍ,"Demişti ki: “Ey kavmim! Görüşünüz nedir? (Söylesenize!) Şayet ben, Rabbimden apaçık bir belge/delil üzere isem ve bana kendi katından bir rahmet (vahiy) vermişse; (bu hâlde) O’na isyan edecek olsam, Allah’a karşı kim bana yardım edebilir? (Siz mi beni O’nun azabından kurtaracaksınız?) Sizin bana zarardan başka bir katkınız olmaz.”",
1536,11,Hud,64,وَيَا قَوْمِ هٰذِه۪ نَاقَةُ اللّٰهِ لَكُمْ اٰيَةً فَذَرُوهَا تَأْكُلْ ف۪ٓي اَرْضِ اللّٰهِ وَلَا تَمَسُّوهَا بِسُٓوءٍ فَيَأْخُذَكُمْ عَذَابٌ قَر۪يبٌ,"“Ey kavmim! İşte bu (talep ettiğiniz) ayet/mucize, Allah’ın devesi! Bırakın onu, Allah’ın arzından (dilediği gibi dolaşıp) yesin. Sakın ona kötülükle dokunmaya kalkmayın. (Allah’ın) yakın azabı sizi yakalayıverir.”",
1537,11,Hud,65,فَعَقَرُوهَا فَقَالَ تَمَتَّعُوا ف۪ي دَارِكُمْ ثَلٰثَةَ اَيَّامٍۜ ذٰلِكَ وَعْدٌ غَيْرُ مَكْذُوبٍ,"(Tüm uyarılara rağmen) onu kesmişlerdi. Demişti ki: “Yurdunuzda üç gün daha keyif sürün. Bu, (Allah tarafından) yalanlanmayacak (mutlaka vuku bulacak) bir tehdittir.”",
1538,11,Hud,66,فَلَمَّا جَٓاءَ اَمْرُنَا نَجَّيْنَا صَالِحًا وَالَّذ۪ينَ اٰمَنُوا مَعَهُ بِرَحْمَةٍ مِنَّا وَمِنْ خِزْيِ يَوْمِئِذٍۜ اِنَّ رَبَّكَ هُوَ الْقَوِيُّ الْعَز۪يزُ,"(Helak) emrimiz gelince, Salih’i ve onunla beraber iman edenleri tarafımızdan bir rahmetle, o günün alçaltıcı ve rezil edici (azabından) kurtardık. Şüphesiz ki senin Rabbin, (güç ve kuvvet sahibi) El-Kaviy, (izzet sahibi, her şeyi mağlup eden) El-Azîz olanın ta kendisidir.",
1539,11,Hud,67,وَاَخَذَ الَّذ۪ينَ ظَلَمُوا الصَّيْحَةُ فَاَصْبَحُوا ف۪ي دِيَارِهِمْ جَاثِم۪ينَۙ,O zulmedenleri ise (kulakları sağır edip beyinleri patlatan) bir çığlık yakalayıverdi. Öz yurtlarında diz üstü çöküp kaldılar.,
1540,11,Hud,68,كَاَنْ لَمْ يَغْنَوْا ف۪يهَاۜ اَلَٓا اِنَّ ثَمُودَا۬ كَفَرُوا رَبَّهُمْۜ اَلَا بُعْدًا لِثَمُودَ۟,"Sanki orada, zenginlik içinde yaşamamışlar gibi... Dikkat edin! Semud, Rabbine karşı kâfir oldu. Dikkat edin! Semud (Allah’ın rahmetinden) uzaklaştırıldı.",
1541,11,Hud,69,وَلَقَدْ جَٓاءَتْ رُسُلُنَٓا اِبْرٰه۪يمَ بِالْبُشْرٰى قَالُوا سَلَامًاۜ قَالَ سَلَامٌۚ فَمَا لَبِثَ اَنْ جَٓاءَ بِعِجْلٍ حَن۪يذٍ,"Andolsun ki elçilerimiz/meleklerimiz İbrahim’e müjdeyle gelip, “Selam olsun.” demişlerdi. O da: “Selam.” dedi. Hiç beklemeden pişmiş bir buzağıyı (ikram etmek için) getirdi.",
1542,11,Hud,70,فَلَمَّا رَآٰ اَيْدِيَهُمْ لَا تَصِلُ اِلَيْهِ نَكِرَهُمْ وَاَوْجَسَ مِنْهُمْ خ۪يفَةًۜ قَالُوا لَا تَخَفْ اِنَّٓا اُرْسِلْنَٓا اِلٰى قَوْمِ لُوطٍۜ,Ellerinin (ikram edilen yemeğe) uzanmadığını görünce garipsedi ve içine bir korku düştü. Demişlerdi ki: “Korkma! (Çünkü) biz Lut’un kavmine (görevli olarak) gönderildik.”,
1543,11,Hud,71,وَامْرَاَتُهُ قَٓائِمَةٌ فَضَحِكَتْ فَبَشَّرْنَاهَا بِاِسْحٰقَۙ وَمِنْ وَرَٓاءِ اِسْحٰقَ يَعْقُوبَ,Hanımı ayaktaydı. Gülmüştü. Biz onu İshak’la ve İshak’ın ardından Yakub’un (doğacağı ile) müjdeledik.,
1544,11,Hud,72,قَالَتْ يَا وَيْلَتٰٓى ءَاَلِدُ وَاَنَا۬ عَجُوزٌ وَهٰذَا بَعْل۪ي شَيْخًاۜ اِنَّ هٰذَا لَشَيْءٌ عَج۪يبٌ,"(Hanımı) demişti ki: “Vay başıma gelene! Ben iyice kocamış bir kadın bu da yaşlı kocam (iken, buna rağmen) doğuracak mıyım? Şüphesiz ki bu, pek şaşılacak bir şeydir.”",
1545,11,Hud,73,قَالُٓوا اَتَعْجَب۪ينَ مِنْ اَمْرِ اللّٰهِ رَحْمَتُ اللّٰهِ وَبَرَكَاتُهُ عَلَيْكُمْ اَهْلَ الْبَيْتِۜ اِنَّهُ حَم۪يدٌ مَج۪يدٌ,"Demişlerdi ki: “Allah’ın işine mi şaşırıyorsun? Allah’ın rahmeti ve bereketleri üzerinize olsun ey ev halkı! Şüphesiz ki O, (her daim övgüyü hak eden ve varlık tarafından övülen) Hamîd, (ihsanı bol, şerefli, her daim övülen) Mecîd’dir.”",
